1	招标价	18
2	重要日程	12
3	花园口工业	23
4	利润增长	115
5	在线游戏	19
6	捡垃圾	13
7	中介目标	10
8	广州市政府	44
9	法庭工作	19
10	从事生态	25
11	和防治	10
12	信息电	76
13	设备开发	10
14	组织总部	10
15	现场人员	15
16	优质企业	59
17	能源中长期	15
18	文化认同	19
19	合法政府	13
20	政策预期	25
21	非经营性资产	15
22	轻重工业	25
23	资格认证	62
24	重点产业	92
25	批发价格	151
26	从事电子	19
27	关闭矿井	53
28	沙特政府	16
29	休息时间	26
30	使馆文化	12
31	海关工作	11
32	国内证券业	10
33	电话普及率	48
34	实行听证	20
35	ＭＷ风力	11
36	有关统计	71
37	治安处罚	11
38	活动区域	11
39	单位改革	41
40	房地产业发展	23
41	终止妊娠	10
42	煤炭液化	11
43	水资源分配	12
44	市场政策	19
45	国防评估	18
46	投篮命中率	46
47	重点中学	32
48	市场日本	12
49	建设沼气池	11
50	银行业整体	20
51	抓紧培养	21
52	组织成员	181
53	全国联赛	13
54	全线回升	12
55	假发票	95
56	利润增速	28
57	定位功能	13
58	分配比例	24
59	海军士兵	36
60	提交证词	20
61	联合矿业	13
62	优质产品	28
63	价值活动	13
64	使法律	10
65	完善资源	24
66	部族地区	17
67	阶段性变化	11
68	改革思路	39
69	土壤肥力	11
70	年产规模	24
71	中小型项目	11
72	帮助企业	165
73	印度石油	44
74	业务多元化	11
75	手机普及率	42
76	印度外交部	19
77	安全制度	14
78	复苏迹象	13
79	高知名度	25
80	探亲流	27
81	遇刺案	16
82	研究生物	11
83	重视广告	12
84	政策难题	12
85	准则编制	11
86	道公司	28
87	季度房地产	10
88	反馈系统	13
89	解决电	12
90	雌激素水平	10
91	样板工程	10
92	美联储货币	35
93	做减法	11
94	全国房地产	53
95	普通高校	134
96	管经营	10
97	银行业改制	17
98	职能转变	77
99	东盟能源	12
100	新闻对内	23
101	消防人员	42
102	城际轨道	63
103	组织总裁	18
104	加快坡耕地	10
105	煤炭涨价	23
106	进出口公司	91
107	未来电信	12
108	优化开发	13
109	社会车辆	31
110	出现价格	54
111	水文地质	12
112	方法选拔	10
113	停别墅	15
114	放在地质	16
115	形势报告会	29
116	电脑城	11
117	表现形式	67
118	实验室主任	26
119	有关股东	15
120	违法企业	15
121	工资福利	15
122	市场效率	43
123	联合督察	10
124	引进外国	19
125	消防产品	37
126	产业优化	12
127	国内因素	10
128	海量信息	15
129	经济学博士	38
130	违法事实	20
131	产业优势	66
132	男同性恋	25
133	和银行	11
134	台盟中央	18
135	推介会	10
136	上海世乒赛	197
137	家庭情况	17
138	解决煤	13
139	制造业生产	13
140	享受医疗	17
141	捐献卵子	44
142	系统新华社	14
143	引进国际	43
144	高炉煤气	78
145	煤矿产量	13
146	工程移民	14
147	农业部要求	20
148	Ｈ５禽流感	29
149	航班赔偿	20
150	低热量	12
151	日本首相	149
152	远景储量	12
153	违法人员	10
154	全年情况	10
155	工程示范	11
156	组织秘书处	12
157	中小型农产品	16
158	增强住房	14
159	国内城市	26
160	木材综合	30
161	导致经济	44
162	哈尔滨工业	23
163	党委常委	13
164	城市森林	17
165	交通厅有关	10
166	帮助人们	29
167	朝鲜政府	12
168	批发交易	48
169	重要旅游	13
170	水域环境	12
171	通信领域	25
172	全国能源	31
173	是科学家	14
174	优质上市	10
175	总务大臣	10
176	目前城市	33
177	主渠道作用	14
178	有关细节	11
179	单位服务	10
180	全市汽车	18
181	合法收入	12
182	重要时期	19
183	监测预报	16
184	记者署名	23
185	所有工作	34
186	社会进程	24
187	核查人员	96
188	实现能源	38
189	企业融资	116
190	智能化装备	13
191	市场方式	23
192	此前中国	17
193	顾客满意度	11
194	新闻官员	17
195	所有工业	11
196	接替资源	31
197	从事生产	25
198	重要政策	29
199	密空间	10
200	重要文物	10
201	达亚贝吉	10
202	登记结算	145
203	油田开发	25
204	设施建设	1961
205	全国联网	11
206	产业企业	10
207	引导消费	18
208	航行时间	10
209	经营城市	22
210	社会过程	10
211	石油出口量	25
212	信息制造业	29
213	信息报	10
214	建设目标	84
215	皓和郝	10
216	操纵价格	15
217	重视市场	21
218	击败世界	14
219	产业今后	11
220	完善财政	27
221	有关组织	60
222	下泄水量	11
223	屋顶积雪	26
224	代理行关系	20
225	产权官司	19
226	航空行业	14
227	全市商品房	23
228	投资者期货	15
229	党心民心	14
230	评估委员会	13
231	回暖迹象	20
232	专业化公司	21
233	执行期限	24
234	解决核	33
235	化工商会	25
236	豆油进口量	13
237	加强外籍	14
238	增强人民	12
239	融入全球化	17
240	新闻宣传	53
241	室主任姜	14
242	市场数据	31
243	和钟表	11
244	沈阳师范大学	19
245	原子能部长	18
246	示范行动	10
247	完成销售	19
248	海运贸易	64
249	乌克兰进口	13
250	农村合作医疗	434
251	伊拉克警方	73
252	液化天然气	155
253	完善诉讼	10
254	健全同行	10
255	信息式	10
256	产业产品	16
257	南京大屠杀真相	10
258	产权宣传	11
259	重症监护	25
260	植物资源	19
261	学习活动	23
262	商务环境	57
263	广告监管	15
264	亚洲飞蝗	10
265	鲁尔区经济	16
266	安全保障	258
267	首要问题	38
268	得克萨斯州休斯敦	12
269	板坯市场	10
270	实心页岩	12
271	安全保险	10
272	平安观点	16
273	布局调整	47
274	华源集团	127
275	致病因素	16
276	资产负债	82
277	农产品品种	11
278	茂名石化	33
279	管委会主任	31
280	伟大事业	58
281	市场日前	10
282	扣除价格	109
283	缴纳营业税	53
284	安全出口	16
285	方针政策	146
286	焦点话题	12
287	原油日均	15
288	非政府机构	13
289	跳台滑雪	34
290	文学作品	35
291	海城市委	19
292	配置效率	53
293	南孚电池	14
294	检疫法	13
295	河南省人民	17
296	市场日元	73
297	辛普森	34
298	决赛选手	10
299	加大保护	38
300	制订政策	16
301	展开合作	27
302	接受记者	539
303	党派团体	26
304	平价药房	22
305	产业中心	10
306	出现亏损	64
307	批发企业	102
308	产业产值	50
309	娱乐内容	13
310	加大信息	14
311	接受训练	10
312	设备市场	21
313	所有行政村	13
314	社会道德	25
315	海军基地	34
316	信息发布会	42
317	制约油价	25
318	信息处	139
319	影响工业品	12
320	岳德亮	17
321	存在因果	12
322	陕西汉中	15
323	调控措施	177
324	营养成分	42
325	市场新华	13
326	秘鲁警方	10
327	当今国际	35
328	正常水平	116
329	负极材料	22
330	平价药店	29
331	恢复训练	23
332	长远目标	31
333	梁素海	11
334	拓宽外汇	15
335	参与经营	21
336	系品牌	12
337	社会进步	107
338	陕西省榆林	14
339	重返校园	16
340	优化布局	13
341	低煤炭	12
342	重要方式	28
343	市场效应	18
344	伊朗原子能	18
345	有力竞争者	14
346	目前国有	53
347	西班牙电信	23
348	利息有关	12
349	采伐限额	15
350	河北石家庄	10
351	配置方式	16
352	伊拉克警察	41
353	政策问题	74
354	重要政治	35
355	经营场所	27
356	地震监测	12
357	股市狗年	17
358	代码证券	20
359	－－企业	10
360	整体经营	12
361	活动组织者	13
362	原油日产	52
363	拱手让	37
364	新疆棉花	12
365	最新统计	562
366	主席阿巴斯	36
367	移动用户	33
368	指导协调	27
369	生产风险	60
370	温铁军	130
371	发动群众	15
372	外国公民	12
373	普通高中	85
374	煤炭吞吐量	12
375	兼容检测	10
376	基础环节	10
377	春季会议	12
378	民盟中央	17
379	协定谈判	53
380	区域行动	12
381	贷款当月	12
382	现代科学技术	24
383	应试教育	49
384	单人皮艇	14
385	土地总面积	27
386	有关经济	28
387	安徽省电力	11
388	议事制度	15
389	成本劳动力	13
390	重要数据	32
391	传统市场	18
392	加强城镇	22
393	辐射强度	11
394	伊拉克议会	44
395	学生心理	36
396	学生总数	15
397	国际行动	16
398	动植物品种	41
399	社会近期	26
400	市场整合	12
401	全省经济	91
402	重要时刻	15
403	优秀员工	12
404	工业建设	23
405	广告监测	25
406	民用航空	136
407	中国ＩＴ	30
408	完善资产	10
409	中国ＩＣ	23
410	基础电信	11
411	推卸责任	18
412	投资者权益	27
413	所有居民	13
414	清食品	16
415	存在土地	14
416	用能源	21
417	香港生产力	17
418	集中授	11
419	娱乐公司	23
420	建设电视	21
421	管理层股权	10
422	协商解决	31
423	移动电子	21
424	重要支柱	41
425	大豆锈病	26
426	河北省省长	11
427	开设代表处	23
428	学校收费	73
429	符合设计	10
430	政府办公室	20
431	匹配资金	13
432	报告建议	68
433	外国保险	89
434	加强培训	54
435	面临资金	11
436	接受调查	31
437	创业能力	29
438	热线电话	156
439	高位震荡	36
440	建设相关	21
441	实行医药	10
442	正面看法	18
443	高门槛	39
444	孪生兄弟	19
445	市场整体	88
446	一次性餐具	17
447	所有家禽	97
448	范志毅	14
449	城市新华社	17
450	收入总额	16
451	汽车文化	24
452	接受警示	10
453	转给财政	11
454	核心菜单	13
455	封闭区域	16
456	检疫局	262
457	报名时间	11
458	重要方向	32
459	两岸现状	17
460	欧洲空中客车	28
461	重要支撑	60
462	石油出口税	46
463	增强企业	110
464	提交议案	22
465	目前国家	64
466	集中式	34
467	番禺区	20
468	利率期限	77
469	政策障碍	17
470	目前土地	21
471	药剂科	18
472	提供汽车	16
473	长远眼光	11
474	英国家庭	21
475	水利工作	22
476	自行车道	15
477	改革建议	16
478	内销价格	10
479	宝钢日报	16
480	合资品牌	21
481	尔特人	68
482	化工有限公司	79
483	组织建设	145
484	管理人问题	13
485	准备活动	12
486	轿车需求	11
487	看来电力	11
488	不需要	20
489	东盟经贸	12
490	娱乐休闲	19
491	鼓励进口	13
492	办公经费	27
493	使民众	10
494	工业株式会社	19
495	高陵县	13
496	航空展	95
497	居民家	15
498	转让试点	11
499	解放军总政治部	13
500	解决人	15
501	资格评审	34
502	对生态	13
503	盗窃犯罪	12
504	通讯公司	37
505	先驱论坛	48
506	自行车赛	55
507	市场收入	10
508	汽车挡风	14
509	统一监管	16
510	面粉市场	12
511	监管标准	13
512	融资租赁	27
513	目前国土	14
514	内地房地产	13
515	专电俄罗斯	26
516	核心芯片	31
517	考古工作者	20
518	学校教育	71
519	伊朗石油	55
520	学生干部	16
521	年均增长率	112
522	传统工业	36
523	公务员事务	11
524	锻炼队伍	11
525	收入总量	13
526	监管方面	36
527	贯彻工作	12
528	苏格兰人	14
529	营运里程	14
530	优化工业	10
531	分步实施	89
532	金融部门	86
533	建设电网	14
534	重要文化	11
535	人均消费量	23
536	酒店治疗	12
537	化工原料	98
538	发达国家汽车	11
539	援助中心	27
540	口岸进口	112
541	监管机构	231
542	资格认定	13
543	全国网络	12
544	文明进步	30
545	复垦开发	11
546	特色服务	14
547	美好愿望	13
548	湖北省玉米	13
549	坚持民主集中制	11
550	经营困境	14
551	全国统计	35
552	播种面积	238
553	开发有限公司	169
554	大学专科	10
555	履行职责	228
556	扶贫工程	20
557	产业化扶贫	12
558	粮食收购	44
559	利率期货	57
560	活动内容	40
561	从事环境	10
562	巴新政府	27
563	全市流动	15
564	建议消费者	16
565	小煤窑	51
566	企业行列	12
567	高附加	15
568	收入房价	10
569	北辰科技	31
570	参与经济	20
571	重要文件	29
572	增强产业	17
573	煤炭气化	32
574	西山煤	12
575	新闻媒体	265
576	超标排污	32
577	年度铁矿石	68
578	利润增幅	58
579	务工经商	12
580	集中区	82
581	实践检验	10
582	林青霞	13
583	设备安装	10
584	现在世界	12
585	引导民间	14
586	小煤矿	530
587	难事故	27
588	媒体内容	37
589	目前国企	14
590	执行案件	24
591	邯郸钢铁	46
592	空客Ａ３８０	11
593	扶贫开发	266
594	整体经济	158
595	步入政坛	12
596	交易规模	30
597	抓源头	11
598	防御性	29
599	安全信用	13
600	空客Ａ３２０	40
601	空客Ａ３１９	12
602	农业部行政	11
603	定终身	11
604	工程研究	63
605	企业行为	49
606	公共场合	23
607	期货交易所	84
608	城市景观	11
609	现在大学生	14
610	英国官员	14
611	古巴政府	15
612	考试作弊	26
613	广东灯具	15
614	摩托车手	12
615	安全会议	98
616	生长规律	10
617	候机大楼	32
618	外国公司	221
619	北京首钢	23
620	美德教育	15
621	实现绿色	18
622	上级领导	34
623	造船项目	10
624	妇女联合会	10
625	诊疗项目	15
626	全省粮食	46
627	玩具厂商	12
628	工业总会	21
629	独资经营	22
630	下降额	30
